Course Name,Partner,Difficulty Level
"Microsoft UX Design","Microsoft","BEGINNER"
"Human Anatomy and Medical Terminology Fundamentals","MedCerts","BEGINNER"
"School Health for Children and Adolescents","University of Colorado System","BEGINNER"
"A Law Student's Toolkit","Yale University","MIXED"
"Campus to Corporate Training Program","LearnKartS","BEGINNER"
"Organizational Analysis ","Stanford University","BEGINNER"
"Essentials in Clinical Simulations Across the Health Professions","The George Washington University","INTERMEDIATE"
"Design and Interpretation of Clinical Trials","Johns Hopkins University","MIXED"
"Keller Williams Real Estate Agent","Keller Williams","BEGINNER"
"Foundations of Finance","University of Cambridge","BEGINNER"
"Introduction to Psychology","University of Toronto","MIXED"
"Dynamic Public Speaking","University of Washington","BEGINNER"
"Calculus for Machine Learning and Data Science","DeepLearning.AI","INTERMEDIATE"
"Miracles of Human Language: An Introduction to Linguistics","Universiteit Leiden","BEGINNER"
"The Singer Songwriter","Berklee","BEGINNER"
"Managing Emotions in Times of Uncertainty & Stress","Yale University","BEGINNER"
"AI in Education: Leveraging ChatGPT for Teaching","University of Pennsylvania","BEGINNER"
"Foundations of Business Intelligence","Google","ADVANCED"
"Cybersecurity for Everyone","University of Maryland, College Park","BEGINNER"
"Narrative Economics","Yale University","BEGINNER"
"Think Outside the Inbox: Email Marketing","Google","BEGINNER"
"Everyday Chinese Medicine","The Chinese University of Hong Kong","INTERMEDIATE"
"What is Data Science? ","IBM","BEGINNER"
"Marine Biology","American Museum of Natural History","BEGINNER"
"Fundamentals of Finance","University of Pennsylvania","BEGINNER"
"Microsoft Public Relations and Communications Associate","Microsoft","BEGINNER"
"Bioinformatics","University of California San Diego","BEGINNER"
"Decentralized Finance (DeFi): The Future of Finance","Duke University","INTERMEDIATE"
"Essential Skills for First-Time Managers","LearnKartS","BEGINNER"
"Effective Communication: Writing, Design, and Presentation","University of Colorado Boulder","BEGINNER"
"Put It to Work: Prepare for Cybersecurity Jobs","Google","BEGINNER"
"Java Programming Fundamentals","IBM","BEGINNER"
"Entrepreneurship: Growing Your Business","University of Virginia","BEGINNER"
"Business Communication","University of Colorado Boulder","BEGINNER"
"Introduction to Generative AI for Software Development","DeepLearning.AI","BEGINNER"
"Introduction to Calculus","The University of Sydney","INTERMEDIATE"
"FPGA Design for Embedded Systems","University of Colorado Boulder","INTERMEDIATE"
"The Strategy of Content Marketing","University of California, Davis","INTERMEDIATE"
"Understanding Medical Research: Your Facebook Friend is Wrong","Yale University","BEGINNER"
"The AI Awakening: Implications for the Economy and Society","Stanford University","BEGINNER"
"Adobe Digital Marketing Strategy","Adobe","BEGINNER"
"Microsoft Azure Data Scientist Associate (DP-100) Exam Prep","Microsoft","INTERMEDIATE"
"Introduction to Biology: Ecology, Evolution, & Biodiversity","Rice University","BEGINNER"
"NoSQL, Big Data, and Spark Foundations","IBM","BEGINNER"
"Blockchain","University at Buffalo","INTERMEDIATE"
"Scrum Master Certification","LearnQuest","BEGINNER"
"Learn Chinese: HSK Test Preparation","Peking University","BEGINNER"
"Good with Words: Writing and Editing","University of Michigan","BEGINNER"
"Astronomy: Exploring Time and Space","University of Arizona","BEGINNER"
"Branding: The Creative Journey","IE Business School","BEGINNER"
"Snowflake Generative AI","Snowflake","BEGINNER"
"Practical Guide to Trading","Interactive Brokers","BEGINNER"
"SOLIDWORKS 3D CAD for Education","Dassault Systèmes","BEGINNER"
"Introduction to Discrete Mathematics for Computer Science","University of California San Diego","BEGINNER"
"ADP Entry-Level Compensation and Benefits Analyst","Automatic Data Processing, Inc. (ADP)","BEGINNER"
"Python Data Structures","University of Michigan","BEGINNER"
"Modern Robotics:  Mechanics, Planning, and Control","Northwestern University","INTERMEDIATE"
"International Law in Action: the Arbitration of International Disputes","Universiteit Leiden","MIXED"
"Excel and Copilot Fundamentals","Microsoft","BEGINNER"
"Customer Service Fundamentals","Knowledge Accelerators","BEGINNER"
"SAS Programmer","SAS","BEGINNER"
"Scrum Master","SkillUp","BEGINNER"
"Six Sigma Black Belt","Kennesaw State University","INTERMEDIATE"
"C and Go: Classical and Modern Programming","University of California, Santa Cruz","INTERMEDIATE"
"Economics of Money and Banking","Columbia University","MIXED"
"Global Diplomacy: the United Nations in the World","University of London","BEGINNER"
"Conduct UX Research and Test Early Concepts","Google","BEGINNER"
"Google Marketing Digital e E-Commerce","Google","BEGINNER"
"Data Management for Clinical Research","Vanderbilt University","BEGINNER"
"Music Education for Teachers","Berklee","INTERMEDIATE"
"Financial Technology (Fintech) Innovations","University of Michigan","BEGINNER"
"Introduction to Finance: The Basics","University of Illinois Urbana-Champaign","BEGINNER"
"Behavioral Finance","Duke University","BEGINNER"
"Science of Exercise","University of Colorado Boulder","BEGINNER"
"An Introduction to Consumer Neuroscience & Neuromarketing ","Copenhagen Business School","BEGINNER"
"OKR Certification: Leadership and Goal Setting","Measure What Matters","BEGINNER"
"MLOps | Machine Learning Operations","Duke University","ADVANCED"
"BI Essentials for Finance Analysts (Power BI Edition)","Corporate Finance Institute","BEGINNER"
"Drug Hunting: The Science of Making New Medicines","Novartis","INTERMEDIATE"
"Fundamentals of Project Planning and Management","University of Virginia","BEGINNER"
"Certified Information Systems Security Professional (CISSP)","Infosec","ADVANCED"
"Microsoft Front-End Developer","Microsoft","BEGINNER"
"Probability & Statistics for Machine Learning & Data Science","DeepLearning.AI","INTERMEDIATE"
"Oil & Gas Industry Operations and Markets ","Duke University","MIXED"
"Neuroscience and Neuroimaging","Johns Hopkins University","INTERMEDIATE"
"AI Strategy and Governance","University of Pennsylvania","BEGINNER"
"Leading with Impact: Psychology, Diversity, and Change","Coursera Instructor Network","INTERMEDIATE"
"Learn English: Beginning Grammar","University of California, Irvine","BEGINNER"
"Fundamentals of Financial Analysis ","London Business School","BEGINNER"
"Write Your First Novel","Michigan State University","BEGINNER"
"Mastering Self Management Skills for Career Growth","LearnKartS","BEGINNER"
"Professional Scrum Master","SkillUp","ADVANCED"
"Food Sustainability, Mindful Eating, and Healthy Cooking","Stanford University","BEGINNER"
"IA Para Todos (Español)","DeepLearning.AI","BEGINNER"
"Assess for Success: Marketing Analytics and Measurement","Google","BEGINNER"
"Introduction to Data Engineering","DeepLearning.AI","INTERMEDIATE"
"Child Nutrition and Cooking","Stanford University","BEGINNER"
"SQL for Data Science","University of California, Davis","BEGINNER"
"Learn Spanish: Basic Spanish Vocabulary","University of California, Davis","BEGINNER"
"Organizational Leadership","Northwestern University","INTERMEDIATE"
"Spanish for Successful Communication in Healthcare Settings","Rice University","INTERMEDIATE"
"Work Smarter with Microsoft Excel","Microsoft","BEGINNER"
"Understanding Clinical Research: Behind the Statistics","University of Cape Town","BEGINNER"
"Songwriting: Writing, Arranging, and Producing Music","Berklee","BEGINNER"
"Introduction to Large Language Models","Google Cloud","BEGINNER"
"International Women's Health and Human Rights","Stanford University","BEGINNER"
"GPU Programming","Johns Hopkins University","INTERMEDIATE"
"Forensic Accounting and Fraud Examination","West Virginia University","MIXED"
"Get Started with Python","Google","ADVANCED"
"Create High-Fidelity Designs and Prototypes in Figma","Google","BEGINNER"
"Professional Selling: 3 Steps to High-Performance","Kennesaw State University","BEGINNER"
"Evaluations of AI Applications in Healthcare","Stanford University","BEGINNER"
"Digital Manufacturing & Design Technology","University at Buffalo","BEGINNER"
"Learn to Speak Korean 1","Yonsei University","BEGINNER"
"Product Ideation, Design, and Management","University of Maryland, College Park","BEGINNER"
"Professional Skills for the Workplace","University of California, Davis","BEGINNER"
"Information Security Analyst","EC-Council","BEGINNER"
"Investment Management with Python and Machine Learning","EDHEC Business School","BEGINNER"
"Vital Signs: Understanding What the Body Is Telling Us","University of Pennsylvania","MIXED"
"Business and Marketing Strategies","University of London","BEGINNER"
"Chinese for Beginners","Peking University","MIXED"
"Exam Prep (NCA-GENL): NVIDIA-Certified Generative AI LLMs","Whizlabs","INTERMEDIATE"
"Product Owner Certification [PSPO I] Preparation","SkillUp","BEGINNER"
"AI Foundations for Business Professionals","Saïd Business School, University of Oxford","BEGINNER"
"Python and Statistics for Financial Analysis","The Hong Kong University of Science and Technology","INTERMEDIATE"
"Databases and SQL for Data Science with Python","IBM","BEGINNER"
"Fundamentals of Music Theory","The University of Edinburgh","BEGINNER"
"Java Programming and Software Engineering Fundamentals","Duke University","BEGINNER"
"Microeconomics Principles","University of Illinois Urbana-Champaign","BEGINNER"
"Palliative Care Always","Stanford University","BEGINNER"
"The Manager's Toolkit: A Practical Guide to Managing People at Work","University of London","MIXED"
"Industrial Biotechnology","University of Manchester","BEGINNER"
"AI Applications in People Management ","University of Pennsylvania","MIXED"
"Natural Language Processing with Classification and Vector Spaces","DeepLearning.AI","INTERMEDIATE"
"Assets in Accounting","Intuit","BEGINNER"
"Using Public Policy for Social Change","University of Michigan","BEGINNER"
"Smarter Content and Communications with Microsoft Copilot","Microsoft","BEGINNER"
"Introduction to Genetics and Evolution","Duke University","MIXED"
"The Art of Visual Storytelling","University of Colorado Boulder","BEGINNER"
"Excel Skills for Data Analytics and Visualization","Macquarie University","INTERMEDIATE"
"Sports Marketing","Northwestern University","INTERMEDIATE"
"Negotiation, Mediation and Conflict Resolution","ESSEC Business School","BEGINNER"
"Energy Production, Distribution & Safety","University at Buffalo","BEGINNER"
"Hotel Management: Distribution, Revenue and Demand Management","ESSEC Business School","BEGINNER"
"Wind Energy","Technical University of Denmark (DTU)","MIXED"
"Talent Acquisition","HRCI","BEGINNER"
"Microeconomics: The Power of Markets","University of Pennsylvania","MIXED"
"Abnormal Psychology","Wesleyan University","BEGINNER"
"Terrorism and Counterterrorism: Comparing Theory and Practice","Universiteit Leiden","BEGINNER"
"Social Media Marketing","Northwestern University","BEGINNER"
"Greek and Roman Mythology","University of Pennsylvania","MIXED"
"Music Business","Berklee","BEGINNER"
"Econometrics: Methods and Applications","Erasmus University Rotterdam","MIXED"
"Optical Engineering","University of Colorado Boulder","ADVANCED"
"From Excel to Power BI","Knowledge Accelerators","BEGINNER"
"Business English Communication Skills","University of Washington","INTERMEDIATE"
"Strategic Management and Innovation","Copenhagen Business School","BEGINNER"
"Clinical Terminology for International and U.S. Students","University of Pittsburgh","BEGINNER"
"AI for Medical Diagnosis","DeepLearning.AI","INTERMEDIATE"
"Supply Chain Analytics","Rutgers the State University of New Jersey","BEGINNER"
"Food & Beverage Management","Università Bocconi","MIXED"
"Visualizing the Living Body: Diagnostic Imaging","Yale University","INTERMEDIATE"
"Análisis de Datos de Google","Google","BEGINNER"
"Teach English Now! Foundational Principles","Arizona State University","MIXED"
"Gen AI: Unlock Foundational Concepts","Google Cloud","BEGINNER"
"Software Design and Architecture","University of Alberta","BEGINNER"
"Viral Marketing and How to Craft Contagious Content","University of Pennsylvania","MIXED"
"Instructional Methods in Health Professions Education","University of Michigan","INTERMEDIATE"
"Machine Learning with Python","IBM","INTERMEDIATE"
"EDIVET: Do you have what it takes to be a veterinarian?","The University of Edinburgh","MIXED"
"Expedite – Skills for Industry Microcredential","Siemens","BEGINNER"
"Fundraising and Development","University of California, Davis","BEGINNER"
"An Introduction to Programming the Internet of Things (IOT)","University of California, Irvine","BEGINNER"
"Advanced Valuation and Strategy - M&A, Private Equity, and Venture Capital","Erasmus University Rotterdam","ADVANCED"
"Healthcare Management and Finance","University of Michigan","BEGINNER"
"Self-Driving Cars","University of Toronto","ADVANCED"
"Sustainability for Business: ESG Fundamentals","IMD - International Institute for Management Development","BEGINNER"
"Making Math Click: Understand Math Without Fear","Deep Teaching Solutions","BEGINNER"
"Salesforce Sales Development Representative","Salesforce","BEGINNER"
"Data Visualization and Dashboards with Excel and Cognos","IBM","BEGINNER"
"Unlock Powerful Automation and Analysis with Power Platform","Microsoft","BEGINNER"
"Harnessing the Power of Data with Power BI","Microsoft","BEGINNER"
"Probabilistic Graphical Models","Stanford University","ADVANCED"
"Web Design for Everybody: Basics of Web Development & Coding","University of Michigan","BEGINNER"
"Making Architecture","IE Business School","BEGINNER"
"The Science of Well-Being for Teens","Yale University","BEGINNER"
"Introductory C Programming","Duke University","BEGINNER"
"Learn Interpersonal Psychotherapy","University of Toronto","MIXED"
"Introduction to Events Management ","Coursera Instructor Network","BEGINNER"
"Introduction to Python Programming","University of Pennsylvania","BEGINNER"
"Excel Skills for Business: Intermediate I","Macquarie University","INTERMEDIATE"
"Battery Technologies","Arizona State University","BEGINNER"
"Quality Improvement and Management","Board Infinity","BEGINNER"
"Engineering Project Management","Rice University","BEGINNER"
"Data Analytics Foundations","DeepLearning.AI","BEGINNER"
"Game Design and Development with Unity","Michigan State University","BEGINNER"
"Electronic Music Production","Berklee","INTERMEDIATE"
"Introduction to Classical Music","Yale University","MIXED"
"Responsible Generative AI","University of Michigan","BEGINNER"
"Psychedelic Science and Medicine","Johns Hopkins University","MIXED"
"Omnichannel Retail Strategy","University of Pennsylvania","BEGINNER"
