Category,Institution,Course,Fees,Type,Location
Medical,"Acharya Harihar Post Graduate Institute of Cancer, Cuttack","Not Available","Not Available","Ownership: Public/Govt Cuttack, Odisha Acharya Harihar Post Graduate Institute of Cancer, Cuttack Ownership: Public/Govt Cuttack, Odisha MD Anaesthesiology Admissions Courses Facilities Brochure Enquire Compare Admissions Courses Facilities 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Medical,"Acharya Harihar Post Graduate Institute of Cancer, Cuttack","Not Available","Not Available","Ownership: Public/Govt Cuttack, Odisha Acharya Harihar Post Graduate Institute of Cancer, Cuttack Ownership: Public/Govt Cuttack, Odisha MD Anaesthesiology Admissions Courses Facilities Brochure Enquire Compare","Not Available"
Medical,"Acharya Institute of Allied Health Sciences, Bengaluru","Not Available","Not Available","Ownership: Private Bangalore, Karnataka Acharya Institute of Allied Health Sciences, Bengaluru Ownership: Private Bangalore, Karnataka B.Sc Respiratory Care Technology Admissions Courses Facilities Brochure Enquire Compare Admissions Courses Facilities 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Medical,"Acharya Institute of Allied Health Sciences, Bengaluru","Not Available","Not Available","Ownership: Private Bangalore, Karnataka Acharya Institute of Allied Health Sciences, Bengaluru Ownership: Private Bangalore, Karnataka B.Sc Respiratory Care Technology Admissions Courses Facilities Brochure Enquire Compare","Not Available"
Medical,"AIHS Bangalore - Acharya Institute of Health Sciences, Bangalore","Not Available","Not Available","Ownership: Private Bangalore, Karnataka AIHS Bangalore - Acharya Institute of Health Sciences, Bangalore Ownership: Private Bangalore, Karnataka B.Sc Medical Imaging Technology B.Sc. (1 Course) Admissions Placements Courses Facilities Brochure Enquire Compare Admissions Placements Courses Facilities 300+ Brochures downloaded so far 300+ Brochures downloaded so far","Not Available"
Medical,"AIHS Bangalore - Acharya Institute of Health Sciences, Bangalore","Not Available","Not Available","Ownership: Private Bangalore, Karnataka AIHS Bangalore - Acharya Institute of Health Sciences, Bangalore Ownership: Private Bangalore, Karnataka B.Sc Medical Imaging Technology B.Sc. (1 Course) Admissions Placements Courses Facilities Brochure Enquire Compare","Not Available"
Medical,"A.J.C Bose College Kolkata - Acharya Jagadish Chandra Bose College, Kolkata","Not Available","Not Available","Ownership: Private Kolkata, West Bengal Rating: 4.2/517 Reviews A.J.C Bose College Kolkata - Acharya Jagadish Chandra Bose College, Kolkata Ownership: Private Kolkata, West Bengal Rating: 4.2/517 Reviews B.Sc Physiology Admissions Courses Facilities Brochure Enquire Compare Admissions Courses Facilities 300+ Brochures downloaded so far 300+ Brochures downloaded so far","Not Available"
Medical,"A.J.C Bose College Kolkata - Acharya Jagadish Chandra Bose College, Kolkata","Not Available","Not Available","Ownership: Private Kolkata, West Bengal Rating: 4.2/517 Reviews A.J.C Bose College Kolkata - Acharya Jagadish Chandra Bose College, Kolkata Ownership: Private Kolkata, West Bengal Rating: 4.2/517 Reviews B.Sc Physiology Admissions Courses Facilities Brochure Enquire Compare","Not Available"
Medical,"Acharya Narendra Deva University of Agriculture and Technology, Faizabad","Not Available","Ownership: Public/Govt Faizabad, Uttar Pradesh Rating: 3.9/54 Reviews Acharya Narendra Deva University of Agriculture and Technology, Faizabad Ownership: Public/Govt Faizabad, Uttar Pradesh Rating: 3.9/54 Reviews B.V.Sc and Animal Husbandry Fees : ₹7.10 Lakhs M.V.Sc. (13 Courses) Admissions Placements Courses Facilities Brochure Enquire Compare Admissions Placements Courses Facilities 300+ Brochures downloaded so far 300+ Brochures downloaded so far","Ownership: Public/Govt Faizabad, Uttar Pradesh Rating: 3.9/54 Reviews Acharya Narendra Deva University of Agriculture and Technology, Faizabad Ownership: Public/Govt Faizabad, Uttar Pradesh Rating: 3.9/54 Reviews B.V.Sc and Animal Husbandry Fees : ₹7.10 Lakhs M.V.Sc. (13 Courses) Admissions Placements Courses Facilities Brochure Enquire Compare Admissions Placements Courses Facilities 300+ Brochures downloaded so far 300+ Brochures downloaded so far","Not Available"
Medical,"Acharya Narendra Deva University of Agriculture and Technology, Faizabad","Not Available","Ownership: Public/Govt Faizabad, Uttar Pradesh Rating: 3.9/54 Reviews Acharya Narendra Deva University of Agriculture and Technology, Faizabad Ownership: Public/Govt Faizabad, Uttar Pradesh Rating: 3.9/54 Reviews B.V.Sc and Animal Husbandry Fees : ₹7.10 Lakhs M.V.Sc. (13 Courses) Admissions Placements Courses Facilities Brochure Enquire Compare","Ownership: Public/Govt Faizabad, Uttar Pradesh Rating: 3.9/54 Reviews Acharya Narendra Deva University of Agriculture and Technology, Faizabad Ownership: Public/Govt Faizabad, Uttar Pradesh Rating: 3.9/54 Reviews B.V.Sc and Animal Husbandry Fees : ₹7.10 Lakhs M.V.Sc. (13 Courses) Admissions Placements Courses Facilities Brochure Enquire Compare","Not Available"
Medical,"Acharya Narendra Dev College, New Delhi","Not Available","Ownership: Public/Govt New Delhi, Delhi Rating: 4.0/548 Reviews Acharya Narendra Dev College, New Delhi Ownership: Public/Govt New Delhi, Delhi Rating: 4.0/548 Reviews B.Sc Biomedical Sciences Hons Exams: CUET UG Fees : ₹73.00 K Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 300+ Brochures downloaded so far 300+ Brochures downloaded so far","Ownership: Public/Govt New Delhi, Delhi Rating: 4.0/548 Reviews Acharya Narendra Dev College, New Delhi Ownership: Public/Govt New Delhi, Delhi Rating: 4.0/548 Reviews B.Sc Biomedical Sciences Hons Exams: CUET UG Fees : ₹73.00 K Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 300+ Brochures downloaded so far 300+ Brochures downloaded so far","Ownership: Public/Govt New Delhi, Delhi Rating: 4.0/548 Reviews Acharya Narendra Dev College, New Delhi Ownership: Public/Govt New Delhi, Delhi Rating: 4.0/548 Reviews B.Sc Biomedical Sciences Hons Exams: CUET UG Fees : ₹73.00 K Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 300+ Brochures downloaded so far 300+ Brochures downloaded so far"
Medical,"Acharya Narendra Dev College, New Delhi","Not Available","Ownership: Public/Govt New Delhi, Delhi Rating: 4.0/548 Reviews Acharya Narendra Dev College, New Delhi Ownership: Public/Govt New Delhi, Delhi Rating: 4.0/548 Reviews B.Sc Biomedical Sciences Hons Exams: CUET UG Fees : ₹73.00 K Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Ownership: Public/Govt New Delhi, Delhi Rating: 4.0/548 Reviews Acharya Narendra Dev College, New Delhi Ownership: Public/Govt New Delhi, Delhi Rating: 4.0/548 Reviews B.Sc Biomedical Sciences Hons Exams: CUET UG Fees : ₹73.00 K Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Ownership: Public/Govt New Delhi, Delhi Rating: 4.0/548 Reviews Acharya Narendra Dev College, New Delhi Ownership: Public/Govt New Delhi, Delhi Rating: 4.0/548 Reviews B.Sc Biomedical Sciences Hons Exams: CUET UG Fees : ₹73.00 K Admissions Placements Courses Facilities QnA Brochure Enquire Compare"
Medical,"Acharya Shri Chander College of Medical Sciences, Sidhra","Not Available","Not Available","Ownership: Private Jammu, Jammu and Kashmir Acharya Shri Chander College of Medical Sciences, Sidhra Ownership: Private Jammu, Jammu and Kashmir MBBS Exams: NEET M.D. (11 Courses) Admissions Courses Facilities QnA Brochure Enquire Compare Admissions Courses Facilities QnA 300+ Brochures downloaded so far 300+ Brochures downloaded so far","Not Available"
Medical,"Acharya Shri Chander College of Medical Sciences, Sidhra","Not Available","Not Available","Ownership: Private Jammu, Jammu and Kashmir Acharya Shri Chander College of Medical Sciences, Sidhra Ownership: Private Jammu, Jammu and Kashmir MBBS Exams: NEET M.D. (11 Courses) Admissions Courses Facilities QnA Brochure Enquire Compare","Not Available"
Medical,"Acharya's NR Institute of Physiotherapy, Bengaluru","Not Available","Not Available","Ownership: Private Bangalore, Karnataka Acharya's NR Institute of Physiotherapy, Bengaluru Ownership: Private Bangalore, Karnataka BPT Admissions Courses Facilities Brochure Enquire Compare Admissions Courses Facilities 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Medical,"Acharya's NR Institute of Physiotherapy, Bengaluru","Not Available","Not Available","Ownership: Private Bangalore, Karnataka Acharya's NR Institute of Physiotherapy, Bengaluru Ownership: Private Bangalore, Karnataka BPT Admissions Courses Facilities Brochure Enquire Compare","Not Available"
Medical,"Achutha Ayurvedic Medical College Hospital and Research Centre, Bangalore","Not Available","Not Available","Ownership: Private Bangalore, Karnataka Achutha Ayurvedic Medical College Hospital and Research Centre, Bangalore Ownership: Private Bangalore, Karnataka BAMS Exams: NEET Admissions Courses Facilities Brochure Enquire Compare Admissions Courses Facilities 300+ Brochures downloaded so far 300+ Brochures downloaded so far","Not Available"
Medical,"Achutha Ayurvedic Medical College Hospital and Research Centre, Bangalore","Not Available","Not Available","Ownership: Private Bangalore, Karnataka Achutha Ayurvedic Medical College Hospital and Research Centre, Bangalore Ownership: Private Bangalore, Karnataka BAMS Exams: NEET Admissions Courses Facilities Brochure Enquire Compare","Not Available"
Medical,"ACPM College of Nursing, Dhule","Not Available","Not Available","Ownership: Private Dhule, Maharashtra ACPM College of Nursing, Dhule Ownership: Private Dhule, Maharashtra B.Sc Nursing Admissions Courses Facilities QnA Brochure Enquire Compare Admissions Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Medical,"ACPM College of Nursing, Dhule","Not Available","Not Available","Ownership: Private Dhule, Maharashtra ACPM College of Nursing, Dhule Ownership: Private Dhule, Maharashtra B.Sc Nursing Admissions Courses Facilities QnA Brochure Enquire Compare","Not Available"
Medical,"ACS Medical College and Hospital, Chennai","Not Available","Not Available","Ownership: Private Chennai, Tamil Nadu ACS Medical College and Hospital, Chennai Ownership: Private Chennai, Tamil Nadu MBBS Exams: NEET M.D. (16 Courses) Admissions Courses Facilities QnA Brochure Enquire Compare Admissions Courses Facilities QnA 300+ Brochures downloaded so far 300+ Brochures downloaded so far","Not Available"
Medical,"ACS Medical College and Hospital, Chennai","Not Available","Not Available","Ownership: Private Chennai, Tamil Nadu ACS Medical College and Hospital, Chennai Ownership: Private Chennai, Tamil Nadu MBBS Exams: NEET M.D. (16 Courses) Admissions Courses Facilities QnA Brochure Enquire Compare","Not Available"
Medical,"ACSR Government Medical College, Nellore","Not Available","Not Available","Ownership: Public/Govt Nellore, Andhra Pradesh Rating: 5.0/51 Reviews ACSR Government Medical College, Nellore Ownership: Public/Govt Nellore, Andhra Pradesh Rating: 5.0/51 Reviews MBBS Exams: NEET Admissions Courses Facilities QnA Brochure Enquire Compare Admissions Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Medical,"ACSR Government Medical College, Nellore","Not Available","Not Available","Ownership: Public/Govt Nellore, Andhra Pradesh Rating: 5.0/51 Reviews ACSR Government Medical College, Nellore Ownership: Public/Govt Nellore, Andhra Pradesh Rating: 5.0/51 Reviews MBBS Exams: NEET Admissions Courses Facilities QnA Brochure Enquire Compare","Not Available"
Medical,"Adamas University, Kolkata","Not Available","Not Available","Ownership: Private Kolkata, West Bengal Rating: 4.1/565 Reviews Adamas University, Kolkata Ownership: Private Kolkata, West Bengal Rating: 4.1/565 Reviews BMLT Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 1000+ Brochures downloaded so far 1000+ Brochures downloaded so far","Not Available"
Medical,"Adamas University, Kolkata","Not Available","Not Available","Ownership: Private Kolkata, West Bengal Rating: 4.1/565 Reviews Adamas University, Kolkata Ownership: Private Kolkata, West Bengal Rating: 4.1/565 Reviews BMLT Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Not Available"
Medical,"Adarsha College of Nursing, Bangalore","Not Available","Not Available","Ownership: Private Bangalore, Karnataka Adarsha College of Nursing, Bangalore Ownership: Private Bangalore, Karnataka B.Sc Nursing Admissions Courses Facilities QnA Brochure Enquire Compare Admissions Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Medical,"Adarsha College of Nursing, Bangalore","Not Available","Not Available","Ownership: Private Bangalore, Karnataka Adarsha College of Nursing, Bangalore Ownership: Private Bangalore, Karnataka B.Sc Nursing Admissions Courses Facilities QnA Brochure Enquire Compare","Not Available"
Medical,"Adarsh College of Nursing, Patiala","Not Available","Not Available","Ownership: Private Patiala, Punjab Adarsh College of Nursing, Patiala Ownership: Private Patiala, Punjab GNM B.Sc. (2 Courses) Admissions Courses Facilities QnA Brochure Enquire Compare Admissions Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Medical,"Adarsh College of Nursing, Patiala","Not Available","Not Available","Ownership: Private Patiala, Punjab Adarsh College of Nursing, Patiala Ownership: Private Patiala, Punjab GNM B.Sc. (2 Courses) Admissions Courses Facilities QnA Brochure Enquire Compare","Not Available"
Medical,"Adarsh Polytechnic, Jind","Not Available","Not Available","Ownership: Private Jind, Haryana Adarsh Polytechnic, Jind Ownership: Private Jind, Haryana Diploma in Medical Laboratory Technology Diploma (1 Course) Admissions Courses Facilities Brochure Enquire Compare Admissions Courses Facilities 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Medical,"Adarsh Polytechnic, Jind","Not Available","Not Available","Ownership: Private Jind, Haryana Adarsh Polytechnic, Jind Ownership: Private Jind, Haryana Diploma in Medical Laboratory Technology Diploma (1 Course) Admissions Courses Facilities Brochure Enquire Compare","Not Available"
